genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMEA8914580	SAMEA8914580-ERR6096423	SAMEA8914580		ERR6096423	NOR	Norway	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-1	043f062b67338bcd5b63ff6e97bb8d0e5ed6a84611ba13843d3264fa70d86fdd	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16378322	SAMN16378322-SRR12778180	SAMN16378322		SRR12778180	ESP	Spain	2000	2000-01-01	2000-12-31	2000			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2000_2009	ptxP3/fim3-2	04d01dfa644e4454b86449e1e8bc906e3179031af99eb766061b7b0ccf33638d	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN15396122	SAMN15396122-SRR12105117	SAMN15396122		SRR12105117	AUT	Austria	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	04f0df228aaa51966dc879c588d25fdb5dc19d2d294e1eac979bb92d7588d90d	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN05908238	SAMN05908238-SRR4422997	SAMN05908238		SRR4422997	ISR	Israel	2011	2011-01-01	2011-12-31	2011			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Asia	ena_fastq_download	2010_2014	ptxP3/fim3-1	05a3d809b52522ac81d1f26d7740461e7e9c3c55cbd4a387393abe05eac72614	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914529	SAMEA8914529-ERR6097530	SAMEA8914529		ERR6097530	ITA	Italy	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	062117b7b5febbf39923cbfcea02a65e9ccb2ded741430f04be26807751962da	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN15396159	SAMN15396159-SRR12105112	SAMN15396159		SRR12105112	AUT	Austria	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	067c51145c5fb9b9153694d86ac0264fcec8d5b1dfeb7d5db387cb7fd327df76	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16378366	SAMN16378366-SRR12778161	SAMN16378366		SRR12778161	ESP	Spain	2011	2011-01-01	2011-12-31	2011			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-2	0758177fc44e7020aa13fa325bbfb70b5184be1b7f22b89b9a5a943ef939a763	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16378425	SAMN16378425-SRR12778206	SAMN16378425		SRR12778206	ESP	Spain	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	07699eb7c4941358a3bb2c229004d5d4a842452621550aa21fe6a29faa304929	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN05908228	SAMN05908228-SRR4422998	SAMN05908228		SRR4422998	ISR	Israel	2007	2007-01-01	2007-12-31	2007			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Asia	ena_fastq_download	2000_2009	ptxP3/fim3-1	0793d629b133cbd5e502728f0976222828a1a760aea3abc751fbfe78e2bebc10	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057995	SAMEA10057995-ERR6722790	SAMEA10057995		ERR6722790	NOR	Norway	2013	2013-01-01	2013-12-31	2013			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-1	07c0e33e38cb9a6e401da54248a028ddb979cca11f396907307bc74bb0146ab7	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914632	SAMEA8914632-ERR6096475	SAMEA8914632		ERR6096475	SWE	Sweden	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-1	0809986c24cd3b9ee71b9980441071695d606d1a582cc924cfcb9e9752844df1	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10058038	SAMEA10058038-ERR6722833	SAMEA10058038		ERR6722833	NOR	Norway	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	08270366c8964c3b1d25570bbd89a405f9b40d2c6a27a242caf01e2c001f3126	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057895	SAMEA10057895-ERR6722691	SAMEA10057895		ERR6722691	NOR	Norway	1998	1998-01-01	1998-12-31	1998			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	pre2000	ptxP3/fim3-2	08d94db25826728cfd6a10ae942bbf24e333e5a360efc7d3c8bda75a3e411662	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN45987657	SAMN45987657-SRR31902785	SAMN45987657		SRR31902785	USA	USA	2024	2024-01-01	2024-12-31	2024			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							North_America	ena_fastq_download	2023_2025	United States Sublineage 1	0948833a5a13c4610dc432fbd813914b7f0248c6d13a570d023ebf031a7b37bd	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16378598	SAMN16378598-SRR12778367	SAMN16378598		SRR12778367	ESP	Spain	2017	2017-01-01	2017-12-31	2017			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	095b5e5f7163778ca6bd7df62285c88f350ca0dae16594d75a0857655a7e935c	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914514	SAMEA8914514-ERR6096342	SAMEA8914514		ERR6096342	IRL	Ireland	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	MS-MT28	09ded249c67117bd9a2fcecc2354641c484b5a48edceabdd57b13ded5cbc283a	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN48440030	SAMN48440030-SRR33531995	SAMN48440030		SRR33531995	USA	USA	2024	2024-01-01	2024-12-31	2024			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							North_America	ena_fastq_download	2023_2025	United States Sublineage 1	0a48de375a65c9eafd5088134aa79d81a91798c0b805a11beef04696678d71f4	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA4752850	SAMEA4752850-ERR2658144	SAMEA4752850		ERR2658144	TUN	Tunisia	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Africa	ena_fastq_download	2010_2014	ptxP3/fim3-2	0a690a2907c7500918b35124b9d6bb5d5071ec66c84bf1501ad4cd1ed059bf8e	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914600	SAMEA8914600-ERR6096443	SAMEA8914600		ERR6096443	NOR	Norway	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	0bea867ea9cd55ca3b3781150a9fe79349b0c633bc7fa471bc28c61c39d27f63	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914479	SAMEA8914479-ERR6096307	SAMEA8914479		ERR6096307	IRL	Ireland	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-2	0c2f1b7fbfb254c4cf218281aaecb9004334427a98c8217c3445d74f57ec57b1	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057903	SAMEA10057903-ERR6722699	SAMEA10057903		ERR6722699	NOR	Norway	1999	1999-01-01	1999-12-31	1999			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	pre2000	ptxP3/fim3-1	0c8ea319e0e9063eac49e8d4dfc0d0b8c103542ddeff0b01a10e43f318d49435	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN15396194	SAMN15396194-SRR12105038	SAMN15396194		SRR12105038	AUT	Austria	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	MS-MT28	0cd79889d4717a159b348822a318c296a22661e01a020972e5da28aa20e565d1	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914500	SAMEA8914500-ERR6096328	SAMEA8914500		ERR6096328	IRL	Ireland	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	0d049a86ac51aab690fd27e8bf9cb59daabf4700e70921d0d41eb3767d69eb7f	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914497	SAMEA8914497-ERR6096325	SAMEA8914497		ERR6096325	IRL	Ireland	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	0dd4d799461011f1a0059bbd56c9e065eba84760e584a86b215ddde4a4e29a35	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057952	SAMEA10057952-ERR6722747	SAMEA10057952		ERR6722747	NOR	Norway	2005	2005-01-01	2005-12-31	2005			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIb	others		ptxP1	fim3-4	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2000_2009	others	0de4be2169460be6bc63f5ecf571779466d82659ae0449d06b9f6c1bc32df3de	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN15396117	SAMN15396117-SRR12105125	SAMN15396117		SRR12105125	AUT	Austria	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-2	0e0372b7be3f90547fff0c5658a277c194a2594d53c3ed36f6f95d62c51284a9	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057896	SAMEA10057896-ERR6722692	SAMEA10057896		ERR6722692	NOR	Norway	1999	1999-01-01	1999-12-31	1999			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	pre2000	ptxP3/fim3-2	0e36745f4754e1a3bdc1c39c38df51fcd7902c30ab676cab24a86bb861eb0973	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914583	SAMEA8914583-ERR6096426	SAMEA8914583		ERR6096426	NOR	Norway	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP3/fim3-2	0e4d86e5a668ee03d5e1428c78e18c52e2184db892bdc84d6cd51677a7cfe960	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN12675034	SAMN12675034-SRR10058185	SAMN12675034		SRR10058185	IRN	Iran	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Asia	ena_fastq_download	2010_2014	ptxP3/fim3-2	105a98739897a9ca36d6850af49b43b73a25c465cf59be550ec120eaf5237c66	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057989	SAMEA10057989-ERR6722784	SAMEA10057989		ERR6722784	NOR	Norway	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	MS-MT28	11fc35ed19989fbda3ceba2359721403e6b7399eb6de6e1f09b2590f96c35713	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN12675035	SAMN12675035-SRR10058174	SAMN12675035		SRR10058174	IRN	Iran	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Asia	ena_fastq_download	2010_2014	ptxP3/fim3-2	14944c67d627c374f0963b22f93f2f9050d8646a4a13d45c64098e7d3c999102	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914410	SAMEA8914410-ERR6092204	SAMEA8914410		ERR6092204	DNK	Denmark	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	MS-MT28	1534dae425fb6c98a6391e4244f06d06e0fa63cb02762564c5a49525399dfaaf	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914568	SAMEA8914568-ERR6096411	SAMEA8914568		ERR6096411	NLD	Netherlands	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-2	1538ff678372b9c5a6c0b94877bb77d17d4c086ad7192b84aff80dadc2119c95	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN16378420	SAMN16378420-SRR12778211	SAMN16378420		SRR12778211	ESP	Spain	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-2	1575551f0c56663b1b327e77b78ba7304d9c86b035d06d3750c082ba13da0e17	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA10057914	SAMEA10057914-ERR6722710	SAMEA10057914		ERR6722710	NOR	Norway	2001	2001-01-01	2001-12-31	2001			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2000_2009	ptxP3/fim3-2	15e116a76de3fa0b370e05603b88acf74407d1b3b167b5096b7fc43d3b01116b	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914531	SAMEA8914531-ERR6097532	SAMEA8914531		ERR6097532	ITA	Italy	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2015_2019	ptxP3/fim3-1	16c3780ea3b5f7fb97056ef819402a213f5615f3b49a444de45631c334576015	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN05908230	SAMN05908230-SRR4422991	SAMN05908230		SRR4422991	ISR	Israel	2007	2007-01-01	2007-12-31	2007			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Asia	ena_fastq_download	2000_2009	ptxP3/fim3-1	17367d1852c55f26efcc8d4ffbab002cd6c69cab028e4da4c959cd1eb843cbd7	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA8914418	SAMEA8914418-ERR6096246	SAMEA8914418		ERR6096246	ESP	Spain	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.							Europe	ena_fastq_download	2010_2014	ptxP1/fim3-1	18cb64bef5b1190ca2bc52c8e939d87aaea88b140a544dd0eb9d6fdd7f3da86e	2	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
